date,level,temp,conductivity,hyd_dia,area,q_1,q_2
25/04/2019 10:30,0.069801267,8.8,91,0.137824654,0.049538404,0.004520714,0.003947524
25/04/2019 10:35,0.064112741,8.9,91,0.126592491,0.041793052,0.003603765,0.003146837
25/04/2019 10:40,0.064424215,8.9,92,0.127207505,0.042200117,0.003650642,0.00318777
25/04/2019 10:45,0.064735688,9,92,0.127822518,0.042609156,0.003697898,0.003229035
25/04/2019 10:50,0.071047162,9,92,0.140284708,0.051322625,0.004739103,0.004138223
25/04/2019 10:55,0.077358635,9.1,92,0.152746898,0.060846135,0.005946504,0.005192535
25/04/2019 11:00,0.071670109,9.1,93,0.141514736,0.052226572,0.004850722,0.00423569
25/04/2019 11:05,0.071981582,9.2,93,0.14212975,0.052681505,0.004907142,0.004284956
25/04/2019 11:10,0.066293056,9.2,93,0.130897587,0.044683941,0.00393991,0.003440362
25/04/2019 11:15,0.078604529,9.3,93,0.155206953,0.062821824,0.006205333,0.005418547
25/04/2019 11:20,0.078916003,9.3,93,0.155821967,0.063320678,0.00627112,0.005475993
25/04/2019 11:25,0.073227476,9.4,93,0.144589804,0.054520965,0.005136916,0.004485596
25/04/2019 11:30,0.06753895,9.4,93,0.133357642,0.04637928,0.004140471,0.003615492
25/04/2019 11:35,0.073850424,9.4,94,0.145819832,0.055452531,0.005254276,0.004588076
25/04/2019 11:40,0.074161897,9.4,94,0.146434845,0.055921274,0.005313579,0.00463986
25/04/2019 11:45,0.080473371,9.4,94,0.158897035,0.065844542,0.006606591,0.005768929
25/04/2019 11:50,0.068784844,9.5,94,0.135817696,0.048106184,0.004347293,0.003796091
